22	39	46	2
24	9	5	34
38	14	38	37
6	44	22	36
4	12	24	30
7	20	6	35
36	4	38	7
16	31	41	13
40	47	50	34
34	26	24	48
12	4	21	17
16	34	26	11
31	2	27	4
7	33	26	45
28	32	12	27
2	44	10	9
49	47	33	18
41	11	17	8
30	33	38	9
24	29	20	8
29	39	37	16
32	39	46	39
35	42	37	27
17	25	18	39
50	22	40	46
4	15	38	36
26	7	30	44
43	10	40	27
17	20	40	16
41	44	47	49
12	17	31	21
39	36	18	9
32	13	48	20
8	15	49	42
12	17	48	24
19	13	43	22
50	44	46	6
5	28	36	45
8	40	17	22
48	3	10	5
25	28	34	10
32	37	27	46
13	40	1	20
2	17	13	9
28	6	32	29
37	34	13	1
41	27	8	38
26	45	4	13
15	26	6	15
35	18	41	37
33	45	4	3
11	45	24	19
17	43	36	43
7	22	46	16
7	19	8	5
24	30	13	39
49	45	38	49
47	16	21	11
7	17	35	23
50	29	19	28
29	44	22	4
1	3	21	37
31	39	14	23
22	42	21	37
5	43	39	39
13	45	46	33
1	43	33	17
46	38	11	22
20	22	16	4
34	34	33	35
9	39	2	8
18	33	17	29
10	49	45	10
50	27	46	6
46	27	33	12
9	35	7	15
4	48	24	43
42	7	13	34
23	10	37	40
1	17	38	28
24	44	8	35
37	13	6	27
34	7	5	29
40	1	9	49
26	35	28	1
27	33	33	43
42	46	49	4
47	1	29	11
1	34	46	35
5	38	11	44
1	35	46	24
26	40	37	23
23	16	22	48
33	19	7	19
38	10	39	9
5	39	4	1
3	40	43	26
40	38	50	46
25	4	47	32
49	4	37	31
15	17	4	17
3	13	44	10
6	26	11	21
11	1	40	41
23	9	4	33
8	47	25	26
42	17	26	40
20	26	12	11
35	22	36	37
40	33	7	36
2	17	46	6
1	19	11	18
18	50	40	17
32	50	17	39
44	7	31	25
21	16	16	28
24	14	49	13
33	43	12	24
22	25	28	42
10	31	6	48
37	25	9	27
28	50	35	32
24	1	14	4
15	8	49	9
24	35	7	47
38	9	43	28
36	38	42	43
46	33	38	4
41	19	27	20
27	43	45	45
5	19	44	46
23	24	38	38
42	22	12	3
5	15	1	12
1	23	6	34
44	14	15	47
4	8	47	27
12	32	16	3
10	18	36	48
44	34	41	18
16	22	6	19
18	40	29	6
8	8	37	12
26	27	8	23
38	48	41	24
33	4	9	48
38	1	2	8
5	2	5	40
46	25	41	46
26	44	3	34
48	5	17	42
18	18	30	31
14	49	4	19
43	1	6	48
7	6	35	32
31	27	13	37
32	40	24	20
14	30	29	45
39	14	16	5
8	20	10	4
14	4	49	48
12	45	34	42
9	3	10	29
19	35	16	27
23	16	8	15
8	17	49	41
34	39	48	10
31	2	38	34
5	11	41	9
7	12	35	46
44	46	32	44
4	1	22	20
49	9	15	40
1	13	26	22
14	11	8	2
46	22	49	34
43	6	35	16
9	48	45	42
22	31	26	44
35	12	4	4
1	41	17	49
2	39	30	5
28	21	20	40
46	1	13	17
21	34	27	15
30	5	22	9
13	50	5	7
45	5	42	44
26	50	8	29
26	11	17	39
44	50	33	17
50	42	38	24
32	46	31	10
31	47	5	41
20	12	19	13
36	11	14	47
31	29	37	30
27	41	13	36
6	2	43	33
43	4	29	30
31	10	9	41
28	41	16	44
47	13	23	40
24	44	2	6
24	39	42	31
43	50	26	36
20	43	33	35
36	28	2	42
11	28	11	7
35	16	33	32
4	19	16	46
24	15	3	39
36	14	29	32
2	29	6	18
47	32	40	15
5	32	34	45
5	39	25	10
17	1	39	15
20	29	50	30
37	28	42	26
41	11	38	22
42	15	30	50
43	27	37	48
33	8	32	33
50	3	16	35
43	7	12	48
5	37	36	48
20	39	22	4
24	21	3	22
1	16	35	14
4	6	27	18
16	8	3	24
19	44	36	24
48	21	42	7
4	7	8	4
22	24	46	35
29	36	42	2
23	1	45	24
5	10	16	22
12	11	21	39
44	3	48	7
6	34	50	18
35	24	19	30
45	44	10	26
29	42	28	32
22	13	25	36
1	10	43	7
21	10	7	25
50	24	1	25
19	41	23	32
30	14	9	4
30	45	43	42
11	50	27	14
38	41	49	16
42	49	20	29
22	23	19	44
40	45	48	8
4	44	38	36
8	21	41	34
4	10	27	26
47	1	39	8
3	26	37	44
22	9	34	48
4	33	29	7
46	13	39	29
1	39	16	9
11	29	8	29
37	42	31	7
33	3	23	14
12	24	38	41
32	8	9	45
20	45	33	24
37	24	2	10
7	2	1	7
31	32	39	50
43	35	4	38
45	33	33	24
35	13	13	19
10	17	17	7
41	5	4	41
39	24	37	39
29	42	27	38
24	5	40	49
11	47	22	11
6	21	6	13
25	4	45	39
15	11	13	26
36	31	12	48
2	39	11	2
14	39	50	4
10	41	34	20
16	7	25	19
27	46	1	46
4	38	4	18
39	32	1	15
38	49	30	6
5	42	33	34
30	36	18	1
32	35	39	31
45	30	40	6
38	13	38	32
25	47	46	29
9	33	39	1
28	25	38	46
18	42	2	39
46	26	18	29
39	13	1	7
31	27	8	29
7	28	10	11
22	11	23	32
38	25	46	30
11	6	40	40
25	22	13	25
15	7	3	22
28	47	9	44
49	13	9	14
31	25	40	35
24	28	45	8
17	9	39	1
29	14	20	36
49	49	14	3
11	33	44	3
2	32	19	48
23	45	6	25
11	32	50	46
45	11	30	21
6	36	18	26
28	34	19	27
45	6	39	21
27	39	2	10
34	37	33	7
31	14	37	9
34	11	12	10
39	41	39	10
43	14	6	41
2	15	39	9
13	50	34	2
25	11	10	48
2	41	18	30
19	42	18	7
34	6	23	28
35	5	36	40
47	37	14	5
33	25	45	17
35	37	19	48
27	42	12	34
23	2	19	13
15	11	28	8
10	10	28	40
19	7	32	4
22	38	3	49
40	34	23	8
3	49	45	34
13	49	11	48
17	26	35	49
28	33	29	30
44	4	24	45
37	20	19	34
14	39	39	23
9	28	50	17
30	19	3	16
40	34	39	7
45	9	20	8
36	17	6	42
28	37	47	9
36	41	8	17
32	44	50	24
25	47	14	34
40	30	17	5
37	42	27	23
29	41	23	26
24	26	15	12
46	1	38	32
42	23	24	26
6	44	18	46
37	7	3	5
46	15	10	46
21	29	23	29
23	24	20	24
11	44	11	31
26	4	20	28
6	23	32	20
42	27	24	22
14	31	13	50
20	46	31	40
16	11	29	4
47	47	9	36
46	35	35	25
38	15	32	37
29	37	31	40
47	4	26	41
29	15	31	33
43	31	16	40
18	34	44	46
49	16	24	6
39	50	19	5
46	14	33	17
14	46	16	8
47	24	17	33
18	4	1	3
50	15	18	43
42	1	34	8
30	28	24	41
28	30	37	44
34	26	23	3
37	27	34	20
37	25	1	43
13	37	36	3
42	29	31	18
14	37	49	45
50	42	23	37
49	7	15	25
39	23	9	11
22	36	29	27
10	12	10	49
36	37	30	42
38	40	29	43
11	17	1	30
1	7	29	32
11	50	24	45
5	49	34	48
32	48	26	41
27	12	35	50
6	2	28	46
41	23	43	8
9	26	9	3
16	34	31	24
26	17	9	47
44	29	15	33
22	16	37	45
10	30	26	6
24	35	28	22
13	22	19	1
40	27	35	42
26	21	27	41
20	17	46	33
12	30	2	8
40	37	48	34
17	12	30	24
35	27	36	17
49	27	11	32
50	9	24	19
14	34	1	19
31	8	13	32
34	1	25	38
23	44	29	44
4	37	8	48
5	37	6	47
47	21	5	39
46	15	5	13
19	30	36	7
12	9	8	7
15	15	34	30
43	24	46	47
20	38	5	50
36	14	30	6
14	40	29	24
45	19	4	48
41	32	24	26
24	25	21	26
34	46	27	2
30	45	25	21
11	45	37	50
34	28	33	48
5	14	40	13
9	44	19	18
30	16	17	13
23	12	26	46
30	2	39	33
14	18	16	45
34	1	33	11
4	16	27	31
8	20	18	4
7	36	4	37
41	27	1	6
15	43	23	49
17	44	38	3
30	35	28	17
43	50	42	40
49	36	5	40
48	36	3	1
35	17	1	47
26	40	39	49
29	25	49	43
15	44	19	18
1	2	32	16
37	50	37	37
27	49	2	1
28	49	14	8
20	30	21	48
27	28	20	25
21	26	41	9
4	44	21	25
29	37	50	44
12	47	26	48
43	36	16	36
50	29	34	31
29	6	17	26
7	15	2	25
20	18	16	24
2	34	14	37
46	34	22	10
12	47	29	12
32	2	36	42
14	34	19	17
11	29	47	1
40	33	10	29
32	30	30	44
39	31	12	39
15	45	10	5
11	13	34	5
21	44	34	49
30	5	25	5
43	37	6	18
8	38	13	14
41	16	41	39
8	28	46	23
10	12	4	38
41	34	14	36
43	10	18	44
40	15	42	47
50	1	32	26
38	37	32	14
37	42	41	44
34	29	16	21
26	13	35	10
8	46	42	21
20	7	43	42
21	27	18	2
9	4	35	35
49	13	2	50
46	4	22	33
36	7	20	45
49	50	33	42
40	24	2	22
13	3	12	28
16	31	10	43
25	29	11	23
30	37	29	4
4	46	38	15
4	49	44	19
49	49	21	14
12	33	12	46
29	50	26	19
30	23	5	3
21	37	35	49
22	45	2	10
23	46	14	43
46	39	34	11
20	37	4	33
21	17	21	10
4	12	47	10
21	38	17	39
11	31	20	40
16	44	31	7
4	1	28	47
40	18	5	41
50	24	26	42
28	46	16	42
31	45	12	8
20	19	18	49
25	37	37	37
45	32	9	38
9	7	22	38
33	17	23	40
17	48	37	44
44	43	49	14
30	26	40	21
46	36	15	6
41	45	36	11
1	4	30	29
47	10	44	23
45	38	13	47
45	10	28	35
36	22	29	36
42	35	40	34
6	12	36	6
48	27	6	39
32	5	39	16
17	46	13	8
31	2	27	24
28	39	38	28
49	26	8	50
26	37	5	50
47	10	37	17
4	44	14	35
6	16	20	7
24	24	30	30
24	14	40	37
37	25	24	19
22	3	49	10
39	1	44	25
44	40	26	29
1	27	13	27
39	49	27	38
48	37	11	20
33	30	15	38
42	15	49	22
13	46	9	38
20	49	1	40
41	1	16	45
44	16	31	13
5	44	30	2
9	46	29	9
23	15	9	37
14	46	28	32
14	19	39	36
2	17	24	40
44	4	22	46
27	7	32	41
20	49	45	27
36	35	14	18
21	6	17	24
48	40	49	1
44	5	24	30
48	2	9	45
4	10	5	17
36	28	35	41
42	14	40	4
32	32	15	37
37	4	3	50
49	10	38	35
15	48	7	46
24	9	31	49
33	32	40	31
17	26	31	39
15	49	13	22
34	18	23	7
18	42	25	4
5	21	13	48
36	17	22	30
37	14	15	40
42	27	50	34
50	41	12	37
22	2	32	5
22	1	26	11
8	43	30	3
31	22	34	22
13	8	13	24
14	8	23	35
26	49	10	33
6	26	19	48
18	8	13	2
50	3	36	50
46	19	24	21
19	50	14	15
25	13	17	25
45	49	40	25
10	44	17	33
7	15	3	13
18	16	25	27
16	17	2	12
7	15	27	16
28	13	35	48
43	34	32	5
13	42	50	18
39	47	36	14
46	8	36	28
38	2	30	10
24	35	25	36
37	25	8	15
25	49	5	5
38	45	6	45
7	18	24	29
16	9	3	18
2	13	16	36
10	35	36	26
18	38	27	37
2	26	37	5
34	35	18	42
40	37	7	42
21	26	39	49
10	31	2	26
4	18	28	8
25	30	6	45
13	11	6	21
1	35	31	2
6	28	32	7
27	46	47	28
21	40	8	29
33	2	48	38
47	33	20	13
26	22	34	24
21	22	12	46
50	42	34	23
7	41	34	42
17	26	46	7
49	19	37	2
14	10	38	6
22	15	47	25
23	29	13	46
9	28	20	30
9	24	33	32
24	23	39	3
18	45	42	32
3	2	44	44
14	14	14	29
22	34	39	17
37	18	17	21
46	48	40	21
7	37	33	6
25	16	39	49
34	38	26	26
32	16	38	11
23	45	33	35
31	44	20	42
35	12	44	10
12	18	1	43
37	13	1	21
1	29	8	20
19	46	20	47
28	39	46	3
35	7	22	12
11	17	11	13
32	42	10	36
9	15	17	27
31	12	14	10
3	3	44	37
45	9	15	25
39	27	5	7
24	45	37	48
20	6	10	39
16	48	21	50
38	14	18	47
20	40	3	1
29	1	5	22
45	19	34	49
39	5	35	44
6	4	36	35
47	26	31	48
40	50	12	17
40	43	5	33
47	32	28	48
40	49	21	31
15	1	27	45
24	49	32	12
8	46	48	27
20	16	45	9
30	41	45	1
19	47	4	25
41	27	3	32
12	1	44	36
7	10	21	22
43	28	29	16
34	5	11	22
3	28	40	39
32	49	47	20
2	25	37	16
22	33	40	32
49	36	4	44
14	21	29	26
14	39	6	46
5	36	50	49
27	7	28	32
39	12	23	20
25	27	35	18
14	50	43	22
33	12	3	32
47	13	6	16
13	29	30	2
8	17	46	40
2	13	48	2
41	43	37	39
3	24	20	6
26	43	15	42
16	5	27	30
37	26	1	42
18	22	4	15
34	34	12	9
20	15	15	45
29	49	32	28
32	19	23	30
1	18	32	3
1	4	37	18
49	29	36	32
30	7	3	23
36	48	36	35
40	15	49	3
35	47	17	40
5	50	25	26
5	32	37	3
34	29	26	21
26	32	28	10
25	23	48	30
38	17	29	49
26	28	20	17
20	21	21	31
6	2	20	5
17	30	20	16
24	1	9	18
46	47	28	5
17	38	37	1
40	42	19	15
43	16	7	6
38	29	6	31
21	45	15	16
21	2	30	30
9	43	3	43
44	39	48	27
44	15	24	5
29	36	42	9
17	28	5	26
46	38	44	16
30	27	24	28
30	5	13	7
31	31	38	23
19	41	23	10
12	3	9	41
42	27	6	29
20	41	15	16
40	19	6	46
37	21	12	33
49	41	43	22
44	3	19	14
10	8	9	18
28	46	50	20
1	49	43	46
21	12	24	48
50	30	1	6
24	8	46	39
17	41	49	30
31	40	32	23
22	2	12	41
25	1	44	11
17	20	30	36
4	9	33	34
23	6	31	40
34	46	3	25
10	48	30	15
2	15	50	12
17	13	10	11
38	38	34	37
38	44	8	49
26	39	1	22
48	43	7	15
24	31	28	31
21	36	25	47
48	10	19	10
39	1	43	48
36	39	11	31
36	40	30	8
33	35	15	2
13	13	38	11
45	8	50	28
35	25	39	39
45	22	50	11
19	30	20	47
29	10	24	42
41	47	29	45
46	48	9	10
13	37	28	24
29	14	22	47
39	4	12	28
15	27	21	29
44	4	40	3
6	26	42	15
45	31	27	50
10	16	24	39
42	25	6	25
17	18	21	15
46	43	4	25
28	3	28	9
18	38	1	23
19	14	14	25
43	23	23	18
9	11	7	34
42	21	9	31
27	7	33	45
8	11	2	43
31	23	41	29
16	15	30	35
50	38	12	6
50	14	44	35
19	47	36	36
21	19	14	3
42	49	7	44
3	42	14	22
7	6	6	30
21	6	29	47
50	41	23	45
40	7	45	44
15	35	42	15
24	50	12	9
14	45	26	19
13	13	32	19
34	40	8	6
46	22	45	29
7	36	19	44
11	42	48	9
7	29	25	38
33	27	37	33
37	12	12	23
37	20	19	40
14	9	16	28
25	50	28	31
8	35	45	46
26	17	25	5
39	50	20	3
20	14	39	43
29	15	10	21
18	18	29	25
19	38	4	5
45	24	1	25
12	44	39	13
12	8	5	23
24	30	15	33
46	29	22	27
43	1	11	44
43	4	3	3
34	39	34	12
50	32	34	1
27	10	1	10
24	38	48	13
22	18	48	17
23	3	43	22
16	8	42	28
2	11	21	41
18	40	46	16
8	39	13	23
13	37	13	2
23	50	13	50
47	44	40	32
45	30	28	1
38	1	16	30
19	11	36	6
9	19	29	39
28	16	43	26
8	24	42	3
32	29	50	50
21	50	17	45
19	37	8	18
11	40	45	46
15	40	26	10
49	18	50	18
1	13	44	46
40	13	40	38
8	3	49	17
20	4	22	12
46	24	8	1
24	14	21	8
43	26	16	50
11	5	21	6
14	25	46	8
5	17	2	27
33	13	20	11
16	19	43	4
2	24	49	24
16	33	26	39
6	8	12	25
25	13	5	16
31	15	11	36
49	32	23	6
38	21	12	27
1	24	19	37
14	26	38	30
26	40	37	5
46	12	11	13
29	23	42	3
32	35	29	15
22	46	27	21
8	25	19	40
40	49	8	28
36	29	11	50
18	33	28	50
15	7	43	27
19	13	23	45
28	43	5	37
6	19	9	38
9	36	18	38
42	39	12	21
30	16	22	11
38	4	37	15
5	15	2	24
49	30	14	23
24	5	25	16
32	10	29	27
28	46	37	7
26	24	27	21
32	33	50	24
8	37	4	25
7	8	45	27
42	29	36	17
27	3	44	15
16	33	44	6
44	49	18	23
28	47	6	22
31	47	16	19
13	31	9	49
31	12	44	13
6	26	42	25
20	21	33	32
32	49	5	41
44	49	18	47
20	15	16	39
9	26	32	5
29	28	12	31
31	36	18	48
28	29	20	36
17	7	7	7
28	17	19	47
8	31	7	47
45	33	23	37
7	5	3	44
48	33	33	24
45	34	50	46
24	14	1	33
17	27	49	40
27	3	2	38
34	26	5	16
44	21	25	18
16	13	27	46
46	23	49	43
43	39	13	38
29	6	46	33
46	24	36	45
34	8	46	35
47	16	41	27
18	27	27	50
39	40	15	45
6	13	23	22
47	37	2	23
16	40	19	5
35	12	38	14
42	20	7	30
2	12	35	45
33	3	44	10
32	23	32	7
19	1	50	11
15	32	10	49
22	39	32	7
15	39	50	34
6	6	34	22
7	26	26	31
39	13	30	9
41	34	25	5
14	22	6	14
42	1	42	31
49	14	41	36
11	24	17	28
25	49	34	22
4	27	8	16
25	13	33	12
11	10	24	43
21	43	7	15
28	19	37	19
7	32	26	1
20	12	15	23
50	27	29	10
42	42	2	27
41	50	12	16
17	12	32	5
33	33	9	15
5	13	12	14
43	13	37	34
36	34	38	49
46	29	11	8
42	5	45	40
26	42	24	10
45	21	28	37
20	17	35	4
46	27	26	46
28	36	16	41
1	33	6	49
10	28	21	7
26	15	1	13
40	26	30	37
49	23	23	33
25	40	30	29
45	14	6	40
4	27	46	31
41	23	12	18
12	3	19	49
25	16	43	42
33	29	42	40
38	14	28	14
26	43	10	2
9	13	3	17
11	39	18	5
22	14	36	11
44	5	30	18
26	31	39	28
1	47	26	1
21	49	30	6
46	34	1	29
6	27	20	36
39	16	28	41
48	36	33	25
20	17	49	32
49	43	27	3
38	38	15	26
40	37	1	35
36	7	18	25
7	37	34	7
35	8	43	46
18	19	30	34
50	36	18	17
35	11	11	18
38	15	8	11
3	49	2	9
16	29	6	13
39	27	38	19
9	29	37	42
12	40	34	48
45	48	31	10
19	27	29	28
29	42	14	20
36	30	6	4
47	5	3	21
36	22	15	22
31	33	41	22
44	26	19	41
20	38	33	27
15	9	15	17
47	13	5	39
11	5	24	17
41	34	42	12
49	30	24	26
7	18	1	2
44	10	7	40
14	48	45	2
24	48	27	11
39	41	14	37
30	23	47	46
24	43	40	41
16	29	36	2
48	38	40	31
1	1	46	37
23	40	2	34
39	43	6	21
9	16	22	2
20	29	29	10
2	39	30	30
2	12	31	15
25	49	43	45
27	48	36	29
11	27	34	5
46	47	32	30
41	23	26	37
30	5	19	39
11	45	40	36
14	50	22	38
2	1	18	48
18	24	44	39
7	21	38	37
10	5	41	32
18	18	17	20
19	33	26	44
23	22	6	48
34	32	37	12
8	5	30	33
1	9	22	41
45	46	23	48
12	42	44	2
3	47	38	27
17	24	39	15
3	29	10	48
37	6	43	16
36	39	8	25
28	49	4	28
21	49	39	1
8	10	31	10
21	18	38	32
17	11	43	16
3	29	28	9
37	2	28	44
26	36	40	47
3	20	42	17
48	32	9	40
12	43	22	37
27	33	38	46
13	41	14	48
30	11	2	9
47	5	1	8
9	36	48	36
49	12	5	20
33	8	42	46
39	50	50	44
26	10	18	40
38	31	30	41
3	45	15	21
19	48	38	2
47	2	9	29
12	2	21	24
28	34	2	16
3	42	5	48
18	25	25	17
22	37	6	16
21	31	32	49
11	27	3	39
29	17	34	16
50	9	32	46
19	22	32	22
50	19	50	26
5	1	29	47
37	14	20	12
40	40	3	26
37	20	50	9
9	8	12	15
40	1	29	45
32	44	33	20
29	17	7	44
32	19	16	28
23	27	16	49
12	27	9	7
3	50	4	12
44	2	32	24
18	47	18	44
23	7	9	3
5	17	28	10
18	17	17	38
18	2	25	8
7	11	42	35
30	2	24	3
12	33	3	47
37	5	49	13
50	21	17	31
3	5	1	39
48	5	27	45
10	41	7	24
27	34	27	38
45	48	47	38
5	14	26	45
29	46	26	44
31	18	38	5
12	10	27	26
22	49	12	49
19	31	3	36
12	36	24	46
25	10	38	3
7	49	42	22
22	7	11	47
8	46	17	39
44	7	9	36
44	43	21	22
50	4	48	28
39	33	40	42
10	48	40	16
30	4	15	37
34	49	16	12
15	44	31	38
42	48	27	43
7	26	16	49
31	37	14	8
2	42	6	31
41	2	42	49
41	9	29	40
6	37	46	28
29	8	31	15
13	10	4	16
21	8	8	37
47	32	23	23
13	2	2	47
43	45	15	15
37	2	10	15
31	20	41	4
49	1	3	16
23	13	49	41
40	29	4	7
19	29	46	13
14	36	22	46
7	28	33	1
48	37	43	2
33	18	14	38
25	29	28	35
22	23	5	12
31	30	18	27
44	21	7	19
6	29	36	30
25	4	12	4
7	32	8	27
23	39	26	23
28	35	3	32
38	44	35	22
17	12	20	13
45	17	28	8
28	22	21	44
19	44	42	5
24	39	40	44
28	27	45	35
48	27	18	23
47	49	3	4
8	44	48	44
14	18	7	30
10	18	21	25
33	6	39	44
23	11	19	35
2	25	19	24
31	25	12	30
32	20	17	50
47	44	10	11
34	49	9	11
12	39	3	35
43	10	27	20
7	50	4	38
6	36	8	19
8	19	36	35
21	30	7	15
2	34	11	1
16	46	7	47
27	41	12	12
25	19	48	44
6	14	18	23
5	4	40	21
4	3	16	28
42	18	38	35
41	16	10	31
19	47	34	35
4	13	29	10
37	49	37	6
3	29	14	45
30	44	48	49
47	19	13	29
17	5	43	16
41	8	50	7
45	40	12	28
23	27	46	15
38	1	42	33
44	22	21	40
32	7	46	45
44	31	37	8
45	31	18	8
3	28	43	30
7	46	26	25
46	44	25	21
33	17	20	9
47	30	39	38
41	9	50	24
32	47	18	1
19	25	33	4
42	12	9	27
2	11	4	13
24	9	39	7
49	39	32	29
15	30	37	39
16	32	33	29
36	33	31	29
32	24	5	35
43	33	16	37
24	40	10	19
7	29	42	34
34	35	36	44
7	14	21	41
12	16	31	30
7	39	29	46
35	46	41	33
27	6	46	20
20	29	27	29
4	15	24	23
21	20	25	20
14	32	43	46
49	50	9	21
8	31	12	27
11	14	41	33
43	50	29	23
3	22	14	41
38	3	21	3
6	5	45	41
3	42	7	24
49	6	39	30
43	2	15	35
1	16	9	46
33	50	26	23
11	36	9	14
40	22	7	2
24	25	1	38
37	43	13	1
26	22	16	29
15	21	10	43
50	9	11	19
44	36	46	32
7	33	23	6
15	19	3	3
42	32	34	11
49	6	28	42
47	37	23	17
41	27	6	9
4	41	9	36
44	48	37	27
21	2	23	43
28	49	11	35
9	29	18	40
30	43	37	9
49	37	2	17
33	13	26	39
39	30	22	41
41	24	30	24
19	5	41	47
23	17	32	38
29	49	31	50
18	42	34	20
15	28	30	39
28	32	38	18
11	35	49	6
13	10	18	35
17	17	24	43
8	6	42	6
36	3	30	49
8	6	36	35
47	20	34	1
22	43	38	16
22	27	44	25
2	20	39	5
1	46	42	39
42	6	1	23
17	39	21	39
15	35	29	28
45	36	48	38
25	36	33	22
18	14	16	35
38	31	37	19
3	39	39	3
31	18	32	10
1	48	13	11
28	46	15	39
14	22	5	32
2	44	43	41
8	3	27	5
14	49	41	49
48	14	14	15
22	29	22	6
42	19	19	34
5	30	29	31
12	9	35	26
38	23	47	11
36	50	30	3
20	46	4	1
38	28	1	29
33	28	29	43
5	9	20	19
8	22	38	6
21	4	9	41
17	39	50	44
18	9	43	32
38	6	32	13
41	40	12	47
8	32	18	17
37	4	28	20
46	19	22	49
28	39	42	24
17	33	40	23
39	34	3	36
27	12	27	5
34	36	39	27
45	20	13	8
8	10	9	35
17	30	43	33
5	12	24	17
2	8	41	33
1	39	34	13
10	49	7	23
43	2	46	20
8	39	39	28
1	49	39	2
18	33	36	5
9	26	34	14
39	45	32	27
24	4	23	36
3	10	35	4
28	43	45	38
3	21	5	1
39	35	37	46
6	27	23	37
13	20	19	7
24	19	45	26
4	6	45	29
3	6	9	43
24	18	43	27
5	15	11	25
34	30	8	45
35	14	5	2
26	50	27	16
15	3	43	10
37	40	22	3
38	24	37	50
22	2	13	40
47	41	11	31
29	32	44	22
30	12	28	50
33	49	36	16
9	14	37	4
5	31	37	22
2	6	16	35
44	45	38	24
33	46	34	1
29	35	49	38
13	33	10	38
28	31	50	45
26	40	33	19
32	31	21	27
44	23	20	46
47	23	41	10
25	29	9	35
19	16	24	13
46	50	26	32
16	21	50	31
27	27	34	7
29	47	42	32
45	31	44	35
16	50	22	18
26	13	7	45
39	49	48	49
27	34	31	11
23	27	25	32
11	39	38	17
33	13	19	47
14	30	22	9
34	19	33	30
44	35	11	41
16	50	50	49
33	16	3	48
28	39	9	6
10	43	37	45
29	7	24	6
36	28	21	18
38	34	21	31
49	25	23	38
36	16	41	45
15	19	18	31
30	48	44	35
29	39	17	11
38	10	6	34
5	28	17	18
27	12	5	49
10	3	27	15
27	46	36	1
29	31	50	35
12	16	16	41
7	12	49	35
14	44	25	14
25	36	9	22
27	45	45	6
23	50	34	50
41	3	9	35
13	32	11	11
42	23	14	5
37	46	18	8
21	43	38	6
38	38	7	13
23	9	32	46
7	30	40	31
16	20	41	35
4	3	8	31
36	40	8	45
34	1	30	48
22	40	24	6
28	22	23	34
40	48	43	20
28	14	4	49
14	9	41	43
46	12	31	34
25	31	42	4
6	5	24	45
49	11	32	16
11	19	30	12
12	12	37	4
21	2	41	43
10	38	22	33
29	14	38	47
50	16	46	30
12	11	40	43
48	43	49	33
29	47	6	6
40	45	31	11
14	19	40	38
43	16	40	32
42	17	37	3
4	37	39	15
20	18	10	12
39	46	22	33
1	13	10	32
18	48	20	42
18	35	7	5
33	43	43	40
44	30	7	20
16	4	19	30
45	18	8	14
37	16	42	4
1	48	15	6
14	11	20	29
26	26	48	46
18	37	36	4
12	1	25	29
48	42	50	37
33	25	22	8
22	40	39	29
1	24	15	41
45	33	48	21
14	31	41	26
43	28	49	10
21	35	19	26
31	46	45	31
48	31	21	2
34	8	19	25
30	19	13	9
42	38	35	41
15	21	28	49
26	47	6	40
12	46	23	40
15	5	41	21
7	23	46	45
22	2	27	6
40	44	14	43
36	18	9	36
20	23	30	45
3	30	16	28
49	30	6	20
36	48	8	21
10	21	32	4
40	24	46	4
33	26	27	50
33	30	45	17
16	25	35	47
23	4	7	37
35	36	33	26
4	6	3	23
45	3	6	24
1	24	27	23
46	50	7	7
23	19	26	49
11	11	7	34
20	47	40	32
10	35	18	46
36	4	45	42
