24	14	8	86	65
63	9	15	62	46
55	73	72	16	16
61	62	5	43	30
62	9	59	51	51
52	99	37	12	12
78	14	99	63	85
74	40	50	7	75
5	68	46	56	80
14	87	38	93	95
74	50	83	93	93
33	73	97	86	86
78	76	75	35	15
31	19	4	39	36
62	46	29	33	33
4	5	11	53	53
21	76	86	3	81
49	35	71	8	78
35	16	67	73	73
94	72	83	29	62
45	67	8	40	65
28	25	27	41	84
3	76	21	83	87
20	74	78	5	81
1	53	73	55	40
97	55	52	64	17
40	24	44	17	86
76	12	58	82	54
45	39	79	8	8
64	90	68	12	99
90	77	97	47	10
48	52	22	57	4
2	18	64	60	54
98	97	10	41	43
17	61	5	59	56
73	76	41	12	62
4	75	62	87	45
26	12	8	62	30
51	85	66	11	14
53	32	76	36	36
14	74	97	77	71
41	51	80	68	68
85	45	38	44	80
91	70	89	47	12
81	87	62	95	77
24	46	83	8	28
43	58	32	23	23
78	80	74	76	76
18	78	14	45	44
13	85	53	93	74
29	91	93	83	11
45	43	76	68	33
57	81	67	11	11
14	32	65	64	62
4	46	39	36	36
77	94	39	6	99
56	7	47	63	37
98	76	35	9	50
72	17	63	87	87
53	8	62	59	79
19	70	63	50	65
49	16	55	54	39
37	39	21	44	44
70	17	75	72	72
80	89	93	98	33
43	58	69	55	50
99	51	96	82	95
30	17	76	63	64
90	67	51	3	68
55	63	10	44	47
83	98	76	69	38
13	97	6	74	48
23	87	88	92	55
71	88	58	19	85
15	81	97	82	61
29	22	60	68	68
4	81	46	90	92
87	32	56	18	24
26	71	93	30	30
92	22	6	91	91
13	83	88	51	98
94	66	55	32	32
91	4	71	66	53
84	15	96	52	86
96	70	68	98	19
85	3	4	43	43
53	11	10	5	13
57	13	84	2	50
13	76	56	58	82
73	37	89	57	74
97	85	76	10	69
57	7	99	61	94
45	78	50	95	95
8	99	44	84	70
9	64	28	8	8
35	4	46	47	21
66	75	55	20	69
55	48	32	93	74
49	67	48	78	4
33	73	81	43	43
93	78	71	2	8
42	64	45	30	93
3	83	19	30	59
43	93	3	69	2
93	62	35	36	46
62	81	7	63	51
94	36	50	99	99
24	94	5	40	75
66	45	14	78	73
57	48	9	73	59
2	95	32	97	75
4	7	25	98	34
68	71	47	14	79
24	5	79	22	92
41	52	65	81	81
44	94	26	49	48
72	42	33	41	41
2	99	66	64	72
93	26	18	14	94
38	64	58	28	28
97	15	66	78	78
95	16	51	58	63
89	50	5	79	59
87	23	21	71	6
13	40	55	27	85
43	41	49	21	32
78	6	87	88	23
73	48	52	92	85
42	28	57	94	19
9	3	48	35	35
90	64	10	45	45
90	17	69	45	15
90	33	25	16	16
28	51	7	82	82
28	9	77	57	57
55	63	57	56	52
97	29	6	95	20
58	94	98	68	86
17	84	39	77	58
4	27	46	83	83
53	4	56	48	48
92	28	23	27	27
15	78	59	76	51
60	3	31	64	64
21	48	71	93	93
18	61	36	96	94
89	53	19	88	96
83	68	1	14	44
2	83	18	71	81
82	60	16	55	55
37	35	14	41	41
35	82	55	17	17
95	56	54	84	2
86	84	90	35	2
98	59	60	29	2
13	41	29	79	79
8	84	79	81	24
72	5	9	40	40
8	69	37	86	88
52	58	68	42	8
55	43	48	25	3
49	43	36	44	2
85	21	50	61	38
60	17	58	82	24
11	43	93	99	84
14	99	82	52	92
56	8	97	91	63
48	77	65	42	42
1	48	28	22	88
40	87	88	6	61
64	18	52	2	62
6	23	2	62	84
86	22	75	60	40
95	29	72	35	35
19	47	58	65	63
42	57	60	59	59
31	69	11	49	49
49	25	76	47	83
75	72	52	50	12
34	73	31	27	27
52	90	1	15	15
2	23	64	82	82
92	78	9	42	82
68	20	73	27	60
77	42	83	93	8
82	97	5	52	70
31	12	84	89	89
72	37	42	75	75
1	41	34	20	20
2	31	33	10	35
28	51	74	75	75
39	4	80	99	87
92	6	22	34	50
88	83	20	61	81
8	71	97	64	75
8	16	61	77	77
41	62	85	19	19
74	11	60	42	42
81	68	69	37	37
50	59	14	42	54
32	85	90	1	65
36	42	30	10	38
59	38	1	85	75
39	71	50	99	49
21	86	81	87	49
36	38	14	37	31
92	21	46	79	79
37	84	68	88	88
64	9	52	25	87
53	29	40	33	33
69	57	16	80	87
74	78	27	84	77
83	99	73	87	87
30	83	74	62	5
57	31	46	87	87
96	93	49	20	90
88	70	36	86	86
32	10	39	78	29
87	1	63	56	21
14	48	52	68	24
68	38	33	91	43
95	43	9	39	34
73	85	15	56	71
58	39	4	34	51
54	10	39	57	41
54	50	38	57	76
94	21	93	90	8
8	70	85	54	54
74	63	82	73	23
95	88	60	11	64
49	62	27	89	22
69	89	19	73	74
43	24	21	6	63
97	52	15	71	71
22	31	28	96	99
1	68	15	99	63
57	59	33	91	91
62	5	68	1	1
92	51	85	33	88
44	96	6	88	72
4	7	26	57	57
76	59	60	57	12
79	68	69	19	77
31	38	45	48	48
78	25	24	96	48
68	30	90	89	89
53	36	12	20	37
15	56	25	84	84
65	62	36	91	89
72	60	57	58	58
25	15	1	38	35
75	41	71	56	9
22	66	80	94	98
82	1	91	42	42
7	66	87	37	39
14	80	73	72	43
74	2	30	94	97
37	51	2	47	47
35	55	78	75	75
89	61	18	51	51
40	36	34	81	81
82	52	15	66	76
37	47	84	86	86
53	61	55	4	17
89	91	55	3	44
75	21	85	12	12
37	76	82	96	14
35	23	2	67	27
91	11	62	93	55
35	78	77	96	96
63	1	3	90	53
78	59	83	69	87
82	75	62	46	81
76	52	12	85	55
61	20	81	62	82
37	13	60	10	10
29	66	3	17	42
19	60	72	36	34
22	93	71	67	92
82	39	90	80	80
28	2	62	64	64
55	62	65	15	43
42	18	86	48	7
65	56	57	1	19
13	93	92	86	39
21	27	73	90	55
71	34	77	68	36
65	6	34	62	10
48	94	90	83	53
93	18	47	84	91
43	59	78	65	65
58	54	42	63	14
75	57	9	71	71
11	53	6	40	40
56	95	96	97	48
87	48	22	41	41
78	79	20	80	80
57	99	56	51	51
23	93	85	13	48
39	15	80	73	26
21	54	48	79	96
46	26	34	51	2
41	85	60	49	20
30	35	33	46	85
80	38	74	50	1
50	96	67	1	77
79	74	19	56	66
67	85	40	92	92
20	94	16	78	78
55	68	53	30	1
53	35	25	78	78
2	88	24	80	76
93	2	62	37	37
2	38	32	48	57
23	53	52	4	39
38	65	35	6	6
83	70	85	21	98
60	77	14	63	86
9	35	85	57	55
65	81	35	75	90
6	68	56	34	86
20	35	69	74	51
3	20	27	1	86
33	15	86	24	6
46	22	54	34	34
4	87	77	31	43
91	87	26	96	66
37	76	94	30	6
36	79	7	59	77
53	65	7	41	50
97	83	3	53	53
41	97	13	30	46
21	8	88	40	57
19	47	36	98	98
75	48	93	30	67
76	72	65	63	24
58	39	35	93	93
83	16	27	47	98
67	55	22	74	70
32	47	99	43	43
5	45	34	94	94
21	75	84	94	71
2	51	81	52	43
11	95	24	94	94
4	51	53	66	81
57	64	22	51	1
71	42	89	72	31
29	74	43	91	14
86	28	19	14	14
6	67	95	94	94
69	29	62	90	90
60	66	45	92	92
36	15	2	97	97
1	81	68	38	54
94	96	87	1	13
74	4	44	82	96
73	1	19	76	83
16	37	91	81	81
49	5	73	19	19
18	32	41	84	83
96	44	19	58	58
6	16	34	88	47
57	5	98	85	64
72	54	80	95	8
86	62	40	25	2
54	2	1	48	48
24	64	82	26	26
17	37	19	99	99
85	14	66	89	22
79	90	6	41	99
8	83	86	52	52
82	27	56	54	54
76	29	16	97	97
43	90	15	66	86
47	97	91	23	23
38	4	22	32	30
42	80	4	76	95
64	80	81	96	30
91	59	8	46	47
68	73	95	81	16
55	59	39	97	97
31	3	28	11	32
14	8	74	12	12
7	38	8	59	59
64	56	63	31	11
80	4	35	69	64
37	71	95	81	81
57	1	16	77	59
76	97	56	3	3
13	26	37	72	72
25	15	51	34	19
15	12	89	27	91
92	48	84	4	85
38	30	84	25	46
60	1	40	59	23
29	6	65	85	86
97	20	22	85	85
53	5	64	59	26
70	12	57	21	21
48	18	56	59	2
68	71	82	56	56
49	56	85	3	71
43	66	59	21	21
61	17	88	28	28
91	57	19	99	88
53	1	38	14	88
34	40	20	17	17
47	72	62	58	58
87	93	66	9	51
5	55	49	66	66
97	64	26	81	71
33	43	54	53	53
77	56	3	73	73
81	48	88	59	36
82	39	44	55	55
32	43	94	36	92
83	36	78	88	88
4	45	34	66	61
6	80	62	47	47
58	92	81	47	1
94	63	96	75	75
53	90	74	7	67
63	52	75	8	9
17	40	71	43	8
65	10	42	61	74
56	86	93	1	46
60	38	64	65	16
77	35	73	14	74
52	51	84	45	45
59	48	13	95	99
43	71	30	89	25
80	15	92	59	75
75	61	59	7	51
66	53	46	29	65
82	24	73	6	90
61	3	40	84	73
67	3	48	45	77
68	29	28	33	33
94	95	10	84	32
93	43	56	19	90
7	20	51	40	40
58	19	17	80	80
3	1	96	87	87
86	77	51	92	15
67	1	40	54	42
82	84	17	12	12
83	24	33	19	35
29	24	62	22	22
10	78	97	46	90
79	69	50	14	14
16	97	61	1	1
37	24	45	3	50
89	38	14	52	52
27	87	60	85	83
21	54	20	70	58
18	77	88	90	51
86	83	31	89	71
88	99	36	64	21
11	69	38	9	9
35	90	41	51	51
51	44	83	4	79
39	10	90	73	91
20	29	17	39	4
47	57	35	16	16
73	90	48	43	43
8	99	41	49	29
90	24	41	55	47
58	14	27	17	18
75	14	64	72	42
66	30	98	85	85
78	75	45	1	38
91	36	94	89	80
57	43	33	90	97
30	32	63	16	15
52	27	79	14	14
69	56	36	35	35
15	29	6	65	65
1	86	33	91	65
64	5	23	86	63
46	5	93	60	90
68	47	44	23	12
15	32	77	75	93
4	58	18	55	51
5	33	70	51	72
37	26	57	80	39
44	2	67	94	81
6	62	57	47	77
40	12	33	37	1
99	5	57	75	40
98	80	5	69	57
74	1	95	68	68
54	71	37	4	77
5	89	70	60	60
20	30	94	65	65
34	43	23	49	58
27	32	42	67	67
90	79	14	61	61
58	17	61	65	45
33	61	35	30	30
2	43	80	99	6
85	10	33	13	75
41	44	42	54	54
39	84	73	53	53
67	35	52	50	45
20	15	46	1	1
78	18	95	62	66
24	5	26	14	14
93	60	83	18	79
21	3	17	58	58
43	82	12	89	95
76	33	34	26	26
38	82	61	89	94
54	6	68	56	38
89	15	63	90	58
6	71	67	23	23
56	29	12	82	45
94	38	72	91	91
99	60	67	80	37
23	59	34	67	86
67	27	75	97	14
57	70	45	65	65
52	82	77	69	17
76	16	9	3	54
39	57	3	20	20
40	43	46	88	88
82	21	86	35	70
47	97	55	71	71
62	81	69	86	20
37	70	97	32	66
7	68	92	5	5
23	49	48	50	10
15	80	48	94	29
38	24	27	40	53
22	88	86	47	87
61	47	45	40	40
8	78	71	29	72
97	3	86	9	75
54	58	84	74	74
78	36	56	98	9
89	83	32	72	90
60	89	53	74	85
13	92	47	83	98
2	91	47	43	3
51	4	28	6	88
2	15	55	84	84
87	37	81	4	4
55	49	88	89	19
90	72	43	56	56
5	96	18	99	94
34	71	22	63	63
53	81	83	66	17
81	95	7	98	98
74	82	17	70	70
71	19	89	13	13
35	56	31	53	75
99	42	50	52	11
97	6	93	44	69
95	10	94	96	30
22	64	65	9	62
6	55	26	83	95
91	63	14	60	87
8	50	92	63	87
82	62	67	73	19
7	42	51	43	61
76	80	10	70	29
21	37	64	90	86
22	99	21	96	15
60	67	83	8	97
56	63	77	6	47
72	32	42	36	36
24	11	91	48	1
79	62	41	92	92
54	82	7	64	64
42	84	17	80	86
87	23	17	56	56
8	67	33	2	28
96	76	24	11	11
11	52	99	87	64
16	36	8	23	23
67	50	88	11	81
65	25	59	48	46
23	24	68	33	33
99	54	89	73	9
49	67	52	53	10
68	41	9	81	39
97	60	47	75	29
34	35	23	94	78
51	40	42	50	15
94	14	59	54	60
80	69	74	57	20
46	6	80	52	83
82	76	95	16	16
53	69	46	4	47
91	52	83	16	97
26	17	39	5	31
77	71	66	27	80
60	86	42	29	29
41	76	4	45	77
6	49	46	12	12
14	68	54	44	66
77	18	73	85	92
54	58	6	41	3
12	77	39	69	70
46	3	30	64	58
3	31	78	34	39
36	34	54	24	8
55	33	40	14	14
27	29	44	1	49
99	36	77	66	66
9	81	22	82	79
49	56	8	52	52
4	50	90	8	60
81	39	16	84	58
22	43	62	5	8
95	26	93	94	55
22	48	56	50	4
4	48	83	53	88
80	5	75	83	21
4	11	21	40	18
16	97	90	68	68
80	85	24	64	74
9	86	87	97	97
49	21	59	54	60
64	11	70	50	81
47	82	17	91	3
47	31	59	56	75
71	2	48	63	63
9	91	46	93	67
74	96	84	2	38
68	24	95	41	41
23	21	65	46	14
60	68	31	3	51
50	73	44	60	4
54	7	71	76	41
61	5	97	89	54
27	54	50	6	6
83	5	27	98	99
1	58	13	4	19
86	19	59	70	81
2	11	67	82	20
86	53	41	33	33
90	68	35	45	45
80	22	31	93	95
41	92	65	19	19
86	8	16	64	64
87	11	71	32	32
28	39	16	63	53
54	5	75	79	39
39	83	24	68	68
59	40	14	7	28
95	42	32	30	30
44	74	83	2	52
38	76	11	21	92
15	23	3	44	85
70	72	37	27	27
48	26	7	81	81
7	72	33	74	74
60	62	28	58	11
13	85	56	52	9
56	54	49	41	16
83	90	97	35	84
80	99	6	85	85
52	64	17	73	73
89	48	34	79	59
74	67	96	48	48
42	23	79	47	47
26	39	28	58	17
22	85	94	93	6
18	82	66	90	68
84	96	46	66	2
72	10	56	85	85
44	36	57	23	23
94	73	7	37	95
68	9	87	55	96
52	84	55	90	90
43	2	15	39	36
47	50	15	54	2
96	13	2	93	58
88	2	69	81	10
12	60	75	72	53
23	85	42	47	47
79	2	54	32	76
41	88	30	24	78
69	76	57	77	99
43	36	16	5	71
24	30	3	45	42
93	30	87	83	83
39	42	77	79	79
4	91	82	84	24
15	89	39	54	54
38	55	80	14	14
58	47	25	64	19
45	60	85	14	14
66	87	55	26	26
80	19	21	9	27
80	15	44	88	91
62	86	88	84	28
33	14	76	81	64
86	52	77	87	87
76	87	86	68	28
2	84	48	7	7
36	23	40	43	43
4	32	33	25	41
52	70	5	46	46
51	77	8	62	87
62	18	90	68	50
4	1	51	40	6
38	74	62	87	87
27	31	90	81	81
58	95	55	97	97
14	28	89	53	53
15	5	98	24	24
52	14	23	96	96
51	2	57	76	90
70	46	73	67	67
63	89	98	20	84
83	43	2	54	73
81	68	75	44	73
28	51	24	8	8
76	48	69	65	65
98	83	8	32	97
9	87	81	42	96
74	19	71	66	10
4	67	56	36	50
84	43	88	56	56
84	99	97	26	98
41	64	34	92	32
85	94	53	63	63
84	75	9	63	88
69	68	85	14	61
84	99	15	82	62
62	3	29	43	64
80	37	47	7	7
28	90	3	74	84
83	54	4	39	81
59	7	90	60	75
97	3	86	83	83
50	99	43	80	80
53	2	41	79	68
12	36	55	23	23
41	23	47	62	80
67	56	45	77	7
23	63	98	54	54
70	45	81	59	6
45	4	64	66	85
72	4	62	12	12
61	12	47	29	13
26	35	62	92	13
58	83	19	6	3
11	92	58	80	68
24	8	4	25	25
73	93	40	4	81
78	92	20	70	76
15	59	3	51	58
74	72	84	27	76
76	14	23	82	87
2	57	26	65	72
74	76	25	86	72
2	67	81	56	43
57	73	42	6	59
3	20	76	35	40
37	5	27	92	64
27	94	82	78	31
61	91	58	7	7
47	95	18	35	96
29	44	38	82	45
30	79	59	80	4
83	56	71	93	12
48	72	27	3	3
3	41	59	72	83
95	35	75	27	47
89	93	5	60	60
39	43	47	8	28
97	69	60	54	68
31	4	62	72	59
83	42	11	87	95
90	77	18	55	93
12	65	61	91	91
67	71	78	93	80
69	37	79	7	63
72	26	38	28	28
50	21	88	7	7
65	1	80	90	88
98	21	55	20	9
60	9	62	66	85
70	42	38	6	89
51	96	15	80	9
93	68	74	84	20
84	71	49	8	94
88	44	91	74	12
97	42	7	89	77
82	4	46	17	17
86	53	81	13	64
89	8	87	90	20
69	70	66	35	35
31	87	22	8	86
90	4	62	94	94
73	86	9	88	49
35	42	43	58	2
45	4	5	37	37
35	95	23	51	51
21	23	80	57	59
15	96	79	89	89
61	33	86	9	45
80	34	76	5	90
73	49	20	51	1
93	8	76	85	41
92	52	65	45	80
25	24	41	38	31
48	72	77	17	68
4	96	84	35	81
67	89	22	82	40
37	91	60	55	55
8	33	67	82	80
12	13	79	63	43
31	27	72	13	55
64	6	84	54	62
58	69	31	70	83
54	24	6	79	79
44	93	74	1	1
73	31	1	86	86
78	79	69	12	6
3	13	5	16	16
90	10	89	39	99
97	24	3	98	98
23	87	36	29	90
59	26	95	21	21
27	17	4	45	45
41	95	22	30	30
55	42	60	17	17
74	26	18	4	4
10	51	12	42	30
43	49	42	85	85
40	2	64	75	50
66	77	87	86	86
2	84	68	41	63
79	67	2	80	80
18	81	46	78	65
21	11	92	3	3
30	3	5	7	7
14	15	13	89	89
99	12	92	97	97
7	52	90	23	23
57	5	96	78	67
71	97	94	59	59
92	3	8	83	93
21	58	49	96	96
72	17	75	99	18
23	70	43	15	28
50	5	54	18	35
56	81	72	89	14
10	96	53	27	27
69	66	17	93	97
49	31	76	53	52
99	9	81	37	98
57	6	25	60	60
30	90	10	8	8
81	34	47	40	58
71	66	64	27	27
98	68	65	85	11
38	83	60	78	5
65	29	83	49	51
17	1	75	48	43
2	56	63	15	59
53	96	86	7	67
41	45	50	62	52
73	75	54	92	9
67	55	17	62	40
29	58	1	80	80
18	14	2	26	27
32	53	13	54	49
86	4	49	10	10
52	35	14	19	57
44	91	59	73	14
81	44	58	62	62
17	87	31	68	68
98	16	83	61	84
88	91	92	69	32
55	96	9	63	98
37	26	1	92	95
49	70	84	11	71
69	74	51	31	31
69	95	26	50	50
82	7	2	29	29
16	95	55	61	61
69	72	59	78	87
93	75	59	43	20
41	98	12	73	73
74	75	11	55	91
74	91	66	50	4
63	41	87	44	80
54	5	66	89	68
79	86	87	41	16
85	22	68	27	75
51	11	75	3	77
76	56	46	54	2
77	21	96	87	42
22	5	84	26	44
92	7	93	65	20
94	71	48	14	14
42	6	1	92	7
9	92	35	28	64
93	78	55	86	86
60	67	44	84	84
5	76	13	70	87
1	30	34	66	66
15	74	34	47	47
73	61	72	92	92
74	80	49	15	15
81	67	40	34	34
75	56	71	3	70
93	14	37	90	90
19	16	72	37	5
60	31	28	78	78
76	49	58	7	59
71	1	25	50	22
66	52	21	83	90
32	53	93	54	54
47	32	35	91	30
83	77	88	42	42
73	34	35	16	8
32	97	37	98	30
42	27	20	19	19
60	47	52	93	53
55	90	97	51	1
36	72	88	7	7
25	61	92	28	28
39	88	45	3	3
13	54	19	60	60
74	23	38	17	17
19	70	92	83	83
1	43	20	60	5
82	36	2	92	92
6	4	45	75	49
14	73	75	89	58
59	3	78	72	31
20	61	30	98	98
64	94	18	37	68
28	18	57	40	91
34	66	32	82	82
54	92	24	17	58
79	82	41	11	11
18	72	37	2	2
81	37	99	90	5
74	72	10	86	46
35	70	24	79	79
2	38	7	10	10
44	8	78	88	97
84	93	11	1	40
71	85	56	88	60
26	69	12	72	9
5	70	92	40	84
85	89	21	28	28
4	53	69	96	82
12	7	41	88	88
51	61	54	17	66
6	61	85	77	44
53	34	79	2	81
68	51	80	79	79
83	2	26	39	77
98	69	54	26	1
19	10	61	67	67
87	3	38	92	92
96	15	99	39	93
74	54	67	43	8
8	6	42	44	72
50	57	45	5	29
45	92	78	50	19
53	20	22	21	92
48	58	71	12	60
4	68	58	83	48
69	71	82	62	94
12	35	38	26	21
77	75	97	81	71
43	52	24	49	49
44	40	79	4	4
85	33	70	41	41
55	46	64	96	96
53	65	1	64	90
3	13	50	18	18
5	25	52	59	63
38	62	12	79	48
16	1	5	28	26
59	73	66	94	94
47	7	77	78	78
74	9	27	75	67
17	98	35	41	41
15	92	90	4	87
53	13	70	61	52
99	28	18	52	52
99	18	27	19	58
43	12	66	54	59
66	32	61	13	65
34	13	51	71	38
77	65	20	84	66
95	45	47	61	61
58	12	80	43	43
54	58	3	15	15
29	83	39	41	41
