16	69	72	41	72	57
50	100	55	70	93	70
99	63	33	89	96	61
97	46	11	22	80	47
31	56	40	61	28	71
70	73	96	28	90	37
76	65	16	85	27	16
41	41	90	54	16	22
32	22	57	33	38	36
41	71	52	49	45	81
34	66	78	96	65	60
15	21	49	21	20	89
78	68	88	32	58	26
65	20	99	85	20	21
57	27	84	48	84	35
41	81	15	63	57	81
90	22	76	92	87	23
24	15	15	77	76	96
95	35	100	28	48	30
10	67	34	27	33	34
99	35	85	68	72	49
29	45	61	12	12	28
30	44	68	39	96	23
99	84	59	23	12	97
52	30	17	79	45	69
90	18	74	14	79	79
100	39	68	20	59	19
70	62	48	33	55	87
54	55	100	35	67	95
37	57	98	68	85	13
27	75	71	37	20	81
60	56	90	89	96	23
54	21	93	87	50	80
53	74	36	14	26	47
58	26	56	71	30	39
88	68	44	27	56	77
21	36	52	77	79	41
75	37	90	59	90	36
100	68	94	82	99	58
17	73	87	52	52	81
95	93	95	94	41	67
85	18	45	58	96	65
66	41	68	81	86	53
90	11	20	11	83	46
91	34	61	14	32	91
41	25	56	85	82	86
88	56	100	24	55	51
35	56	86	60	84	76
18	32	70	86	32	51
88	89	98	34	58	22
63	26	48	59	28	21
57	44	49	20	26	34
42	59	18	88	81	60
93	85	30	100	45	31
38	39	51	55	78	91
92	90	95	66	68	12
46	48	69	25	87	46
28	25	95	53	65	61
59	95	17	69	58	92
44	18	16	46	30	41
96	66	46	28	32	47
38	25	83	53	78	63
95	67	51	52	19	23
20	81	98	68	78	21
43	23	16	23	97	15
62	49	38	42	81	83
52	82	17	57	77	54
15	71	40	47	79	73
41	68	24	70	46	18
62	13	44	57	90	74
69	29	68	90	83	72
10	46	99	49	88	18
59	17	98	65	98	12
50	78	48	55	67	58
38	59	30	55	66	40
82	53	53	24	50	90
43	61	45	40	18	84
70	40	19	11	21	26
96	22	71	100	55	99
36	85	41	73	90	10
63	72	22	38	62	29
27	45	94	22	62	53
78	92	33	93	89	89
93	17	87	99	68	30
68	45	53	98	35	93
41	33	89	17	25	46
77	65	48	60	89	30
89	58	70	32	99	73
32	35	84	64	11	19
24	81	10	81	11	51
15	23	40	60	74	14
65	86	55	69	82	75
25	67	60	67	42	54
76	12	69	46	52	53
11	65	45	76	76	51
86	14	78	43	14	17
46	29	57	51	81	73
35	76	18	49	95	77
95	15	27	96	19	17
32	46	32	68	99	59
64	59	82	48	82	82
25	34	94	36	93	23
42	79	37	61	18	83
11	45	89	16	76	86
17	81	69	84	65	79
73	11	88	59	20	13
75	59	31	98	80	13
91	68	40	31	40	50
65	12	61	24	16	73
88	86	25	23	94	73
72	37	74	73	33	47
12	90	96	10	53	13
93	84	40	37	25	56
61	69	97	57	62	80
70	62	86	82	98	63
72	95	73	91	71	21
39	100	16	56	38	68
94	42	73	32	15	47
98	41	49	98	92	94
67	75	45	41	62	87
92	13	69	96	68	37
73	34	57	56	22	66
51	75	12	65	46	92
18	44	46	31	67	56
47	96	67	92	82	99
32	77	39	22	42	32
72	68	82	69	29	26
60	35	47	92	18	83
20	40	65	53	20	11
36	28	35	61	37	76
10	10	25	65	90	54
94	50	84	94	71	87
13	90	84	100	79	20
10	32	83	56	52	14
34	70	66	40	62	91
34	20	62	76	24	26
11	13	15	25	15	64
68	46	85	17	78	96
60	54	78	84	16	29
43	50	17	98	43	49
12	99	54	78	26	53
51	18	95	49	64	26
41	48	37	78	26	57
19	59	37	48	74	75
55	100	49	39	49	89
91	36	11	22	32	14
62	34	98	16	28	20
97	96	30	13	53	84
67	21	22	57	57	13
64	40	23	49	46	25
84	93	90	43	54	30
37	60	75	46	72	76
78	30	40	32	71	11
41	40	75	45	17	16
13	67	44	100	80	18
69	88	18	82	44	41
38	64	15	74	36	71
20	35	92	22	64	43
40	93	21	57	76	86
88	86	10	45	64	88
11	65	58	65	93	16
87	74	23	61	60	99
21	59	52	67	22	52
24	21	63	80	34	57
32	36	15	82	74	40
72	38	27	62	82	33
33	15	35	66	37	68
91	75	69	38	98	86
24	12	62	98	97	12
87	58	85	92	42	65
32	49	46	25	40	93
87	37	56	84	36	69
82	45	79	73	61	94
16	36	95	93	16	87
40	17	45	16	11	100
10	94	21	70	82	10
90	36	91	91	16	49
51	79	87	96	69	36
96	58	22	43	34	20
56	96	26	82	55	37
50	60	31	20	61	90
28	84	19	61	88	62
21	91	56	42	75	20
41	28	49	39	62	18
78	19	17	58	33	16
17	13	90	21	15	36
25	38	12	44	86	56
84	47	24	61	37	54
30	64	13	55	63	35
84	89	75	89	89	33
69	90	49	97	74	53
27	63	100	55	64	66
22	46	30	37	89	50
96	76	96	70	100	63
82	79	88	18	83	70
60	48	49	69	58	84
13	86	22	100	82	25
52	46	55	65	27	11
79	38	75	97	79	77
48	68	97	80	65	37
87	43	71	59	35	88
94	69	66	61	91	76
51	39	49	20	26	11
34	100	11	97	19	94
16	95	83	47	28	94
49	75	35	80	55	94
13	88	97	73	26	47
15	79	94	74	74	94
12	11	94	50	14	94
11	58	69	12	58	29
100	95	83	40	49	83
79	60	41	66	97	99
21	55	16	42	11	65
29	49	61	86	57	68
64	83	42	47	56	75
27	54	96	90	67	94
99	65	26	22	50	75
15	71	90	68	78	24
73	58	43	99	62	62
36	10	88	98	81	91
19	56	75	83	54	35
33	65	24	54	84	93
10	75	97	61	100	71
56	52	87	83	12	94
87	17	73	11	41	74
56	43	32	36	97	80
13	24	29	30	54	17
14	50	91	90	32	47
29	48	96	16	22	12
33	14	63	81	92	59
53	44	85	96	84	59
78	43	79	37	70	42
47	45	55	42	46	82
94	98	18	36	25	78
97	60	47	90	67	87
56	38	42	96	55	64
56	40	72	64	67	99
47	52	66	29	67	96
18	11	82	29	16	30
33	36	18	33	80	68
37	52	74	54	52	95
21	98	26	69	81	92
47	80	47	19	83	45
57	38	42	74	43	30
40	85	12	22	99	79
58	65	92	36	50	67
57	32	67	96	13	51
10	50	35	66	75	25
49	98	90	57	32	15
24	97	35	82	23	69
69	92	62	69	27	79
57	94	82	76	48	96
76	35	73	10	59	23
50	53	62	46	46	96
26	82	24	69	33	48
58	50	85	72	33	76
82	58	80	95	26	58
62	12	74	48	54	19
54	73	44	93	96	17
92	95	10	77	30	86
64	27	21	37	49	59
15	42	72	82	46	91
97	34	21	73	82	21
21	13	89	96	28	29
96	77	38	68	48	71
52	30	62	30	49	89
82	78	38	17	12	20
87	26	73	47	49	47
52	10	76	86	27	42
80	77	81	20	27	71
69	31	17	89	57	89
79	44	24	13	50	13
34	85	44	59	95	75
37	15	46	44	91	57
52	17	44	97	90	25
50	66	78	10	30	22
85	88	29	23	16	28
54	44	40	56	27	83
84	92	64	71	60	100
34	100	31	41	28	26
77	58	75	30	24	83
82	46	86	83	61	85
84	85	90	20	63	95
20	94	71	43	33	55
96	33	83	24	64	63
22	44	46	66	57	14
27	33	90	40	98	19
33	43	36	94	55	29
73	64	86	94	15	82
49	52	98	27	54	87
29	76	94	86	13	77
87	95	15	78	45	40
83	10	33	34	31	14
63	69	60	91	63	93
37	92	89	15	91	37
89	86	52	54	13	80
37	93	23	10	11	49
15	77	79	38	66	12
43	23	42	34	19	46
53	30	88	15	19	38
78	56	100	48	21	25
80	59	40	91	46	65
76	76	57	80	24	64
56	42	87	20	16	69
84	69	51	49	62	40
15	27	99	90	60	28
13	26	89	23	28	78
44	91	79	11	100	28
40	68	70	72	45	71
94	78	73	36	90	69
39	80	37	55	100	92
27	44	88	88	41	13
41	56	81	97	94	95
53	55	17	59	49	47
73	24	11	79	45	98
99	96	22	83	62	71
94	62	63	77	22	70
21	63	38	84	61	46
57	33	48	11	54	89
85	43	14	21	52	25
33	27	15	39	53	56
49	55	97	93	18	25
40	59	80	32	100	67
14	53	92	38	50	22
12	23	90	85	61	64
53	64	75	49	94	61
66	55	94	85	42	60
16	17	81	35	56	67
22	49	18	99	24	92
74	87	69	63	96	41
10	68	74	16	33	83
83	57	82	58	55	30
36	65	61	48	31	82
88	100	46	73	90	30
20	11	64	39	41	30
81	69	65	84	50	35
28	68	94	25	98	11
36	28	17	98	75	77
34	36	92	76	76	71
34	10	57	27	53	27
24	88	19	95	33	14
83	24	57	27	78	38
14	100	52	74	94	92
38	48	92	13	99	13
69	90	46	16	38	37
17	39	72	48	37	100
40	72	90	28	76	19
14	65	41	96	79	13
59	18	72	25	100	96
80	80	82	44	66	55
49	43	69	73	60	22
42	98	79	71	99	61
52	38	44	58	100	68
91	36	25	71	97	46
43	83	49	54	38	57
32	48	72	29	81	43
57	53	21	48	77	50
12	99	51	93	52	67
52	23	64	66	23	77
58	20	91	73	11	95
52	56	94	39	37	54
73	59	100	63	95	30
87	68	38	90	90	34
37	50	42	58	16	73
67	43	88	20	29	41
59	14	16	70	83	21
33	91	95	58	64	17
84	44	46	97	23	12
62	77	88	58	16	96
96	51	82	29	55	88
14	27	63	75	87	40
76	17	51	56	66	72
20	81	89	63	39	92
79	31	88	62	51	20
80	93	37	81	57	61
45	85	17	47	93	24
52	63	51	39	43	36
90	94	90	18	54	97
96	37	99	43	86	100
47	87	18	62	76	83
49	81	73	27	81	88
48	29	62	24	66	88
49	26	88	39	23	68
56	27	84	17	37	39
65	96	58	68	32	52
19	16	25	32	66	91
14	76	67	36	68	40
29	23	70	30	55	20
98	76	58	94	63	83
34	34	21	61	45	79
64	77	93	82	27	58
68	87	33	49	90	84
13	12	71	22	46	43
10	86	55	83	95	94
15	87	99	30	40	12
100	81	94	39	54	87
54	17	57	81	59	55
38	60	88	73	52	52
61	49	92	51	96	28
49	44	77	42	72	46
94	51	22	68	75	45
87	54	83	36	71	37
16	74	31	52	91	66
44	73	10	61	12	98
77	69	97	22	88	69
76	26	25	11	29	66
81	90	28	31	24	45
52	29	36	46	68	75
23	26	70	58	44	74
79	47	75	78	49	12
100	13	78	44	80	61
89	39	83	86	94	45
59	78	33	60	68	48
90	97	35	81	23	66
90	61	93	31	75	56
18	90	68	44	10	90
72	91	24	51	70	51
79	73	85	13	86	89
62	37	31	96	11	33
34	24	47	66	49	41
36	60	69	83	69	22
87	12	23	39	32	48
99	89	45	68	28	58
83	89	74	65	15	29
16	10	72	49	40	33
28	34	39	55	16	26
10	31	41	81	82	37
34	52	96	92	29	94
41	37	22	96	79	52
99	77	19	25	21	13
71	82	39	89	42	40
48	16	88	99	75	26
24	22	37	25	58	67
46	53	10	88	18	42
62	98	85	64	38	50
41	51	11	86	28	100
69	42	91	37	26	18
93	34	34	24	69	44
64	63	99	27	34	68
36	52	34	100	88	32
54	47	24	51	15	35
85	98	87	82	96	33
62	84	48	27	63	15
38	94	65	88	49	49
16	13	67	75	93	83
80	26	29	58	38	85
79	73	66	74	10	27
49	75	54	43	69	52
69	91	36	61	49	92
26	82	71	36	79	81
60	76	95	43	26	83
80	31	67	27	49	90
20	15	84	47	77	37
77	82	52	40	92	44
81	17	57	71	48	52
29	33	53	61	54	96
67	32	71	22	34	41
22	37	30	25	97	13
100	85	66	62	46	63
75	27	100	52	47	36
40	12	77	24	20	12
10	68	50	42	87	71
19	49	22	98	87	52
85	36	69	76	88	100
18	15	57	68	72	53
67	73	86	74	58	39
94	93	42	26	98	86
13	35	31	94	95	92
94	63	26	64	47	68
72	77	86	44	36	49
67	97	76	79	85	51
39	66	40	53	81	31
83	18	79	83	72	41
52	41	78	34	11	79
82	76	36	99	80	82
96	82	19	93	70	24
90	93	83	65	57	70
81	99	64	59	19	14
19	96	26	14	34	48
81	31	72	65	56	33
99	57	87	29	84	41
59	96	12	29	12	70
73	17	11	59	18	37
30	22	60	69	30	68
76	91	25	89	39	36
54	29	42	38	87	24
33	38	78	67	62	28
53	39	43	78	90	97
35	70	84	89	79	67
12	44	16	64	65	31
82	32	99	92	63	70
95	12	74	44	23	32
51	80	21	36	34	90
41	12	17	32	83	36
28	63	61	35	45	83
83	99	35	41	64	26
72	54	31	62	56	35
41	99	83	94	62	25
63	15	81	13	35	56
12	38	93	31	40	42
72	99	17	16	78	84
93	71	13	92	92	44
33	73	48	49	59	41
25	25	79	36	71	31
70	60	12	45	89	70
44	97	52	58	91	12
95	42	62	44	57	90
99	55	70	45	85	43
27	58	14	82	87	51
71	16	17	32	60	52
23	99	98	59	46	64
27	13	39	77	64	38
11	32	29	67	34	49
71	85	36	30	53	47
55	44	70	22	95	49
52	99	54	94	51	91
15	94	92	59	72	24
77	92	87	57	75	69
76	68	77	43	65	35
24	93	87	36	95	78
57	96	59	26	14	21
51	57	62	67	29	58
12	86	62	32	36	12
14	34	48	14	38	29
24	14	28	51	58	64
27	85	94	90	47	84
19	79	94	63	12	29
19	28	11	17	57	30
91	94	54	70	33	81
86	40	43	100	97	49
10	54	75	45	16	91
83	13	48	77	73	83
38	84	45	100	31	74
69	34	43	64	44	43
100	76	78	60	85	58
75	47	43	32	13	25
47	95	28	67	89	13
11	11	64	21	85	93
25	82	16	24	83	47
59	60	98	64	44	62
64	30	79	25	21	27
30	62	42	34	77	21
83	19	46	25	44	81
35	16	58	39	21	46
38	64	94	99	26	86
46	86	90	56	79	95
27	93	62	23	98	88
86	87	41	75	74	54
48	76	40	76	15	56
95	80	34	58	84	66
66	44	97	46	21	92
17	95	41	28	33	38
53	59	80	42	38	73
28	84	72	61	56	12
33	93	82	74	60	86
13	81	20	39	87	43
91	75	88	69	42	52
37	87	65	26	15	14
14	71	77	47	30	82
65	26	74	86	83	76
85	40	66	75	26	83
67	63	80	23	62	44
21	47	90	54	13	96
57	90	73	80	75	26
22	60	43	43	16	52
21	90	60	92	76	82
41	40	38	66	30	72
35	14	84	86	37	55
33	67	93	56	51	39
93	25	73	10	17	99
76	39	71	86	16	87
75	59	68	54	25	16
68	53	94	78	91	83
43	86	43	61	32	18
26	89	74	43	23	60
64	92	55	35	51	14
34	44	80	46	81	77
73	100	65	63	96	29
84	87	16	77	30	96
86	78	92	31	62	98
21	80	14	97	29	84
57	15	50	98	29	62
23	85	50	12	100	49
90	39	60	80	65	77
45	86	25	33	63	54
87	69	79	98	19	47
16	76	16	20	94	72
31	44	93	23	40	19
91	87	42	82	42	30
51	11	39	32	57	90
66	17	93	31	34	32
40	79	80	56	60	43
88	59	51	61	74	51
15	41	75	55	24	28
80	35	81	87	99	34
59	53	29	53	95	48
67	74	99	72	87	21
45	15	51	59	100	80
70	82	10	49	65	67
87	79	81	100	19	47
62	49	27	45	50	15
55	33	74	47	37	21
35	74	68	87	92	94
29	12	87	50	60	65
30	51	47	42	65	81
51	43	32	35	66	72
51	41	84	31	38	26
43	91	29	11	80	88
29	98	32	89	55	22
23	32	81	67	53	48
63	88	35	67	98	55
82	83	23	41	58	12
95	46	60	87	21	85
37	99	19	15	10	24
71	96	42	37	59	64
94	87	100	69	68	36
65	16	17	94	64	17
97	100	73	85	77	30
79	83	19	15	64	46
19	30	81	66	89	95
92	10	56	95	58	90
14	58	43	61	23	35
50	70	40	24	36	19
100	21	88	52	97	52
49	85	93	95	87	79
83	20	89	21	66	80
83	38	30	40	100	26
34	62	54	96	59	18
63	100	59	41	48	88
79	48	96	55	67	96
92	49	26	84	89	24
40	44	15	96	77	90
26	51	65	16	95	70
73	71	66	53	80	68
95	25	46	42	41	54
67	39	13	11	58	96
83	59	43	67	89	80
13	27	28	77	46	14
96	72	60	34	41	86
65	85	41	70	29	39
45	25	100	56	25	38
42	39	10	79	43	53
27	82	48	98	93	76
31	69	64	97	69	59
49	43	61	99	48	40
31	51	78	59	100	99
93	42	26	38	55	78
24	97	93	46	42	40
14	40	32	23	37	100
71	88	11	30	75	81
22	28	48	85	94	61
36	37	100	42	52	42
71	78	75	19	32	100
19	83	43	94	27	56
61	28	68	77	70	26
60	58	24	39	14	22
58	64	65	46	44	34
70	29	94	84	20	48
72	89	81	57	85	48
79	22	71	35	38	18
39	61	59	91	72	76
99	49	31	12	63	39
30	90	49	37	91	25
11	12	29	28	46	11
51	87	70	80	15	39
62	11	35	88	75	22
50	27	13	51	16	16
29	48	87	39	12	32
80	89	63	67	47	71
65	47	67	25	79	40
35	73	81	39	84	35
13	20	30	42	25	99
23	25	32	15	87	97
57	20	76	15	48	22
22	19	20	82	38	84
56	51	91	95	68	54
57	91	77	12	74	67
100	16	55	95	98	74
93	23	68	28	44	46
55	19	75	31	43	46
18	30	11	17	78	40
37	56	63	10	64	37
73	67	19	15	59	15
40	64	89	34	90	54
43	18	68	16	72	16
19	34	38	46	12	22
68	57	31	32	11	10
41	99	71	20	14	82
14	37	85	36	21	68
56	20	65	60	21	13
57	85	16	49	84	63
33	89	31	86	84	30
22	19	41	37	33	46
20	12	76	12	66	45
63	91	48	17	40	34
28	15	62	66	83	95
50	33	54	51	80	64
86	46	12	25	69	19
59	74	39	93	93	77
54	23	58	51	53	31
54	77	46	54	94	29
32	24	77	93	54	52
76	43	16	64	79	59
46	71	25	71	26	49
70	32	11	28	85	44
11	91	78	85	43	90
74	89	29	84	40	41
29	83	41	69	78	40
38	17	32	75	70	18
16	96	89	13	52	49
50	51	75	98	66	22
49	95	67	52	71	68
52	48	90	23	80	34
19	51	18	63	67	83
93	10	22	73	14	13
63	24	75	80	76	95
73	70	99	21	83	28
58	73	64	11	80	42
99	88	56	41	53	51
45	97	89	33	20	13
94	73	87	98	79	30
70	46	78	30	64	20
65	68	66	14	26	28
15	60	100	80	81	29
53	45	65	13	86	11
52	47	52	96	50	99
39	58	24	32	24	71
69	62	42	87	23	48
14	49	49	15	70	14
62	12	87	37	43	64
13	97	99	43	37	70
